gene_name,peak_id
CMI8,chrIV_1384671_1385318
MRPL28,chrIV_1384671_1385318
STP1,chrIV_1384671_1385318
MFA1,chrIV_1385529_1386268
CMI8,chrIV_1385529_1386268
MRPL28,chrIV_1385529_1386268
STP1,chrIV_1385529_1386268
CMI8,chrIV_1386468_1387079
MRPL28,chrIV_1386468_1387079
STP1,chrIV_1386468_1387079
SPP41,chrIV_1386468_1387079
SPP41,chrIV_1388610_1388902
RMT2,chrIV_1394702_1395240
PKH3,chrIV_1394702_1395240
UGO1,chrIV_1401348_1401903
RPL27B,chrIV_1401348_1401903
snR13,chrIV_1401348_1401903
TRS31,chrIV_1401348_1401903
UGO1,chrIV_1402720_1403442
RPL27B,chrIV_1402720_1403442
snR13,chrIV_1402720_1403442
TRS31,chrIV_1402720_1403442
JIP4,chrIV_1410030_1411719
YDR476C,chrIV_1410030_1411719
SNF1,chrIV_1410030_1411719
JIP4,chrIV_1411910_1412248
YDR476C,chrIV_1411910_1412248
SNF1,chrIV_1411910_1412248
PEX29,chrIV_1416934_1417329
DIG2,chrIV_1416934_1417329
PHO8,chrIV_1419872_1421209
CWC21,chrIV_1419872_1421209
KRE2,chrIV_1419872_1421209
VPS52,chrIV_1419872_1421209
VPS72,chrIV_1429078_1429882
VPS60,chrIV_1429078_1429882
RIB3,chrIV_1429078_1429882
PAC11,chrIV_1429078_1429882
SLD5,chrIV_1429078_1429882
VPS60,chrIV_1429953_1430128
RIB3,chrIV_1429953_1430128
PAC11,chrIV_1429953_1430128
SLD5,chrIV_1429953_1430128
PKH1,chrIV_1434015_1434919
IZH1,chrIV_1434015_1434919
MZM1,chrIV_1434015_1434919
PKH1,chrIV_1436104_1436317
MZM1,chrIV_1436104_1436317
RSM28,chrIV_1436104_1436317
MZM1,chrIV_1436733_1437105
RSM28,chrIV_1436733_1437105
PUF6,chrIV_1443538_1444309
PUF6,chrIV_1445260_1446145
ITR1,chrIV_1445260_1446145
SEC20,chrIV_1445260_1446145
LCD1,chrIV_1445260_1446145
ITR1,chrIV_1447094_1447296
SEC20,chrIV_1447094_1447296
LCD1,chrIV_1447094_1447296
ITR1,chrIV_1447394_1447592
SEC20,chrIV_1447394_1447592
LCD1,chrIV_1447394_1447592
RPL37B,chrIV_1450932_1451308
PLM2,chrIV_1450932_1451308
RPL37B,chrIV_1452787_1453327
SAM2,chrIV_1454448_1455187
LPP1,chrIV_1454448_1455187
PSP1,chrIV_1459420_1460444
GMC1,chrIV_1461512_1462220
GNP1,chrIV_1468551_1469727
SMT3,chrIV_1468551_1469727
SDH7,chrIV_1468551_1469727
GRX2,chrIV_1468551_1469727
GNP1,chrIV_1469876_1470025
SMT3,chrIV_1469876_1470025
SDH7,chrIV_1469876_1470025
GRX2,chrIV_1469876_1470025
GNP1,chrIV_1470112_1470269
SMT3,chrIV_1470112_1470269
SDH7,chrIV_1470112_1470269
EMI1,chrIV_1470112_1470269
GRX2,chrIV_1470112_1470269
SDH7,chrIV_1470650_1471056
EMI1,chrIV_1470650_1471056
GRX2,chrIV_1470650_1471056
EMI2,chrIV_1476187_1476478
GRH1,chrIV_1476187_1476478
EMI2,chrIV_1476592_1477322
GRH1,chrIV_1476592_1477322
EUG1,chrIV_1476592_1477322
EMI2,chrIV_1478260_1478664
EUG1,chrIV_1478260_1478664
FPR2,chrIV_1478260_1478664
FPR2,chrIV_1480269_1480593
URC2,chrIV_1483558_1483737
YDR524W-C,chrIV_1489139_1489431
API2,chrIV_1489139_1489431
AGE1,chrIV_1489139_1489431
YDR524C-B,chrIV_1489139_1489431
SNA2,chrIV_1489139_1489431
RBA50,chrIV_1489139_1489431
YDR524W-C,chrIV_1489904_1491263
API2,chrIV_1489904_1491263
AGE1,chrIV_1489904_1491263
YDR524C-B,chrIV_1489904_1491263
SNA2,chrIV_1489904_1491263
RBA50,chrIV_1489904_1491263
snR84,chrIV_1493239_1493535
HLR1,chrIV_1493239_1493535
snR84,chrIV_1494061_1494315
HLR1,chrIV_1494061_1494315
QCR7,chrIV_1496576_1497213
APA2,chrIV_1496576_1497213
CAB1,chrIV_1496576_1497213
QCR7,chrIV_1497900_1498236
APA2,chrIV_1497900_1498236
CAB1,chrIV_1497900_1498236
KRE28,chrIV_1502290_1502846
HSP31,chrIV_1502290_1502846
FIT1,chrIV_1505147_1505301
STL1,chrIV_1506944_1507952
FDC1,chrIV_1511905_1512085
IRC4,chrIV_1517910_1518426
YDR541C,chrIV_1520965_1521208
PAU10,chrIV_1522894_1523233
PAU10,chrIV_1523986_1524134
YRF1-1,chrIV_1524235_1524382
PAU10,chrIV_1524235_1524382
YRF1-1,chrIV_1524491_1524643
YRF1-1,chrIV_1524648_1525426
PAU14,chrIX_8365_8570
IMA3,chrIX_19536_19874
IMA3,chrIX_20141_20288
CSS1,chrIX_26354_26514
CSS1,chrIX_26628_27211
YIL165C,chrIX_34675_35232
NIT1,chrIX_34675_35232
NIT1,chrIX_36132_37243
YIL163C,chrIX_36132_37243
SUC2,chrIX_36132_37243
YIL161W,chrIX_39297_39466
POT1,chrIX_41581_41981
BNR1,chrIX_41581_41981
AIM20,chrIX_45913_46210
MCO8,chrIX_45913_46210
UBP7,chrIX_45913_46210
MCO8,chrIX_47639_48204
UBP7,chrIX_47639_48204
COA1,chrIX_47639_48204
GUT2,chrIX_53274_55113
IMP2',chrIX_53274_55113
RRD1,chrIX_53274_55113
YIL152W,chrIX_53274_55113
GUT2,chrIX_55237_56031
IMP2',chrIX_55237_56031
RRD1,chrIX_55237_56031
YIL152W,chrIX_55237_56031
IMP2',chrIX_56294_56447
YIL152W,chrIX_56294_56447
IMP2',chrIX_56526_56951
YIL152W,chrIX_56526_56951
ESL1,chrIX_62668_63558
MCM10,chrIX_62668_63558
MLP2,chrIX_68124_68908
RPL40A,chrIX_68124_68908
SLN1,chrIX_73743_74034
ATG32,chrIX_76043_76572
PAN6,chrIX_76043_76572
NDC80,chrIX_76043_76572
ATG32,chrIX_77216_78114
PAN6,chrIX_77216_78114
NDC80,chrIX_77216_78114
SSL2,chrIX_83041_83509
AXL2,chrIX_83041_83509
CCT2,chrIX_83041_83509
SSL2,chrIX_84711_85418
AXL2,chrIX_84711_85418
TMA108,chrIX_93239_94526
OM45,chrIX_93239_94526
snR68,chrIX_96395_96915
VHS2,chrIX_96395_96915
YIL134C-A,chrIX_96395_96915
FLX1,chrIX_96395_96915
RPL16A,chrIX_99429_100134
CSM2,chrIX_99429_100134
CSM2,chrIX_102351_102930
FKH1,chrIX_102351_102930
ASG1,chrIX_102351_102930
TAO3,chrIX_113224_113829
MET18,chrIX_113224_113829
RRT14,chrIX_117704_118185
STH1,chrIX_117704_118185
KGD1,chrIX_122113_122625
AYR1,chrIX_126030_126229
SIM1,chrIX_126030_126229
SIM1,chrIX_127813_128052
POG1,chrIX_129853_130376
QDR2,chrIX_129853_130376
QDR2,chrIX_131734_132393
RPI1,chrIX_138218_139661
RHO3,chrIX_138218_139661
PRM5,chrIX_141785_142270
HIS5,chrIX_141785_142270
PRM5,chrIX_142539_143202
HIS5,chrIX_142539_143202
NUP159,chrIX_148937_149174
POR2,chrIX_148937_149174
SDP1,chrIX_148937_149174
NUP159,chrIX_149783_150793
POR2,chrIX_149783_150793
SDP1,chrIX_149783_150793
HOS4,chrIX_149783_150793
POR2,chrIX_151157_151340
SDP1,chrIX_151157_151340
HOS4,chrIX_151157_151340
POR2,chrIX_151353_151681
SDP1,chrIX_151353_151681
HOS4,chrIX_151353_151681
COX5B,chrIX_154802_155278
HPM1,chrIX_154802_155278
SEC24,chrIX_159985_160918
YIL108W,chrIX_159985_160918
SEC24,chrIX_161013_161334
YIL108W,chrIX_161013_161334
PFK26,chrIX_165856_166433
MOB1,chrIX_165856_166433
YIL105W-A,chrIX_165856_166433
SLM1,chrIX_169724_170199
DPH1,chrIX_169724_170199
YIL102C-A,chrIX_173554_173906
YIL102C,chrIX_173554_173906
YIL102C-A,chrIX_175014_175700
YIL102C,chrIX_175014_175700
XBP1,chrIX_177059_178466
SGA1,chrIX_177059_178466
FYV10,chrIX_177059_178466
BMT5,chrIX_183415_183878
PRK1,chrIX_183415_183878
LYS12,chrIX_187949_188188
RSM25,chrIX_187949_188188
YIL092W,chrIX_187949_188188
LYS12,chrIX_189039_189293
RSM25,chrIX_189039_189293
YIL092W,chrIX_189039_189293
UTP25,chrIX_193323_193684
ICE2,chrIX_193323_193684
YIL089W,chrIX_193323_193684
AVT7,chrIX_199355_200173
AIM19,chrIX_199355_200173
YIL086C,chrIX_199355_200173
KTR7,chrIX_203598_203884
SDS3,chrIX_203598_203884
CAB2,chrIX_203598_203884
YIL082W-A,chrIX_203598_203884
SDS3,chrIX_204656_205338
CAB2,chrIX_204656_205338
YIL082W-A,chrIX_204656_205338
AIR1,chrIX_210599_211069
THS1,chrIX_210599_211069
AIR1,chrIX_212057_212540
THS1,chrIX_212057_212540
RCI37,chrIX_214795_215073
SEC28,chrIX_214795_215073
RCI37,chrIX_215277_215505
SEC28,chrIX_215277_215505
RCI37,chrIX_216004_216732
SEC28,chrIX_216004_216732
RPN2,chrIX_220805_221188
RPN2,chrIX_222342_223159
SER33,chrIX_222342_223159
SPO22,chrIX_226327_226513
HOP1,chrIX_226327_226513
MAM33,chrIX_231241_231400
RPS24B,chrIX_231241_231400
PCI8,chrIX_231241_231400
MAM33,chrIX_232404_233220
RPS24B,chrIX_232404_233220
SEC6,chrIX_235672_235959
YIL067C,chrIX_237890_238097
RNR3,chrIX_240992_241176
FIS1,chrIX_240992_241176
EFM4,chrIX_240992_241176
RNR3,chrIX_241590_242185
FIS1,chrIX_241590_242185
EFM4,chrIX_241590_242185
FIS1,chrIX_243515_243785
YRB2,chrIX_243515_243785
ARC15,chrIX_243515_243785
YRB2,chrIX_244580_244841
ARC15,chrIX_244580_244841
SNP1,chrIX_244580_244841
YIL060W,chrIX_244580_244841
RGI2,chrIX_248588_249922
VHR1,chrIX_248588_249922
YIL055C,chrIX_253979_254970
YIL054W,chrIX_253979_254970
GPP1,chrIX_253979_254970
RPL34B,chrIX_257260_257512
MMF1,chrIX_257260_257512
PCL7,chrIX_257260_257512
RPL34B,chrIX_258196_258846
MMF1,chrIX_258196_258846
PCL7,chrIX_258196_258846
DFG10,chrIX_258196_258846
DFG10,chrIX_260838_261306
NEO1,chrIX_260838_261306
SYG1,chrIX_267832_268727
YIL046W-A,chrIX_267832_268727
MET30,chrIX_267832_268727
PIG2,chrIX_270799_271079
AGE2,chrIX_273912_274150
CBR1,chrIX_273912_274150
CBR1,chrIX_276181_276803
PKP1,chrIX_276181_276803
GVP36,chrIX_276181_276803
APQ12,chrIX_276181_276803
TED1,chrIX_276181_276803
NOT3,chrIX_282968_283170
PRM2,chrIX_285372_285724
CST6,chrIX_285372_285724
CKA1,chrIX_288997_289486
CAP2,chrIX_288997_289486
CKA1,chrIX_289557_290047
CAP2,chrIX_289557_290047
CAP2,chrIX_291747_292571
BCY1,chrIX_291747_292571
ULP2,chrIX_291747_292571
SSM4,chrIX_299976_300628
EMA17,chrIX_299976_300628
SSM4,chrIX_301478_301904
EMA17,chrIX_301478_301904
EMC5,chrIX_304270_304451
IRR1,chrIX_308064_308252
YIL024C,chrIX_308064_308252
IRR1,chrIX_309346_309795
YIL024C,chrIX_309346_309795
YKE4,chrIX_309346_309795
TIM44,chrIX_309346_309795
IRR1,chrIX_309902_310084
YIL024C,chrIX_309902_310084
YKE4,chrIX_309902_310084
TIM44,chrIX_309902_310084
YIL024C,chrIX_310834_311181
YKE4,chrIX_310834_311181
TIM44,chrIX_310834_311181
RPB3,chrIX_310834_311181
YKE4,chrIX_312196_312927
RPB3,chrIX_312196_312927
HIS6,chrIX_314915_315102
FAF1,chrIX_314915_315102
RPL2B,chrIX_314915_315102
HIS6,chrIX_316351_316799
RPL2B,chrIX_316351_316799
VID28,chrIX_320978_321429
SNL1,chrIX_320978_321429
BAR1,chrIX_320978_321429
VID28,chrIX_321927_322317
SNL1,chrIX_321927_322317
BAR1,chrIX_321927_322317
YIL014C-A,chrIX_324239_324591
MNT3,chrIX_324239_324591
YIL014C-A,chrIX_325620_326140
MNT3,chrIX_325620_326140
PDR11,chrIX_332608_333674
YIL012W,chrIX_332608_333674
TIR3,chrIX_332608_333674
DOT5,chrIX_332608_333674
EST3,chrIX_336220_336592
EST3,chrIX_338201_338452
FAA3,chrIX_338201_338452
FAA3,chrIX_338735_339039
NAS2,chrIX_343771_344317
YIA6,chrIX_343771_344317
EPS1,chrIX_343771_344317
BET1,chrIX_348942_349190
CFD1,chrIX_348942_349190
CMI7,chrIX_348942_349190
BET1,chrIX_350019_350433
CFD1,chrIX_350019_350433
CMI7,chrIX_350019_350433
INP51,chrIX_353712_353881
YIL001W,chrIX_353712_353881
INP51,chrIX_355406_355740
SGN1,chrIX_355854_356004
MPH1,chrIX_360542_361098
AIM21,chrIX_360542_361098
IST3,chrIX_365550_366361
PAN1,chrIX_369847_370765
EGH1,chrIX_369847_370765
GAT4,chrIX_382138_382913
RPR2,chrIX_382138_382913
YIR016W,chrIX_382138_382913
YAP5,chrIX_382138_382913
MET28,chrIX_383819_384003
YAP5,chrIX_383819_384003
MET28,chrIX_384075_384638
YAP5,chrIX_384075_384638
YIR018C-A,chrIX_386622_387064
YIR020C,chrIX_394645_395464
PWR1,chrIX_394645_395464
MRS1,chrIX_394645_395464
FLO11,chrIX_394645_395464
YIR021W-A,chrIX_399441_399853
SEC11,chrIX_399441_399853
DAL81,chrIX_399441_399853
INA22,chrIX_403551_403811
MND2,chrIX_403551_403811
YVH1,chrIX_406702_406855
DAL4,chrIX_406702_406855
DAL1,chrIX_406702_406855
DAL4,chrIX_407985_408279
DAL1,chrIX_407985_408279
DCG1,chrIX_414722_416188
DAL7,chrIX_414722_416188
DAL3,chrIX_414722_416188
MGA2,chrIX_414722_416188
LYS1,chrIX_421939_422502
NRE1,chrIX_421939_422502
IRC24,chrIX_421939_422502
HYR1,chrIX_421939_422502
IRC24,chrIX_424669_425018
GTT1,chrIX_424669_425018
YPS6,chrIX_432321_432582
PAU15,chrIX_432321_432582
YPS6,chrIX_433582_433870
PAU15,chrIX_433582_433870
YIR042C,chrIX_436041_436505
YEL077C,chrV_3526_3690
YEL076C-A,chrV_6195_7096
YEL076C,chrV_6195_7096
YEL075C,chrV_6195_7096
YEL073C,chrV_6195_7096
YEL075C,chrV_7547_8069
YEL073C,chrV_7547_8069
RMD6,chrV_12841_13754
DLD3,chrV_15855_16528
DLD3,chrV_16645_16879
DSF1,chrV_18719_19380
HXT13,chrV_23467_23937
YEL068C,chrV_26558_27733
YEL067C,chrV_26558_27733
HPA3,chrV_26558_27733
SIT1,chrV_26558_27733
AVT2,chrV_31339_31617
CAN1,chrV_33437_34280
NPR2,chrV_33437_34280
CIN8,chrV_39710_40147
CIN8,chrV_40394_41249
PRB1,chrV_40394_41249
PRB1,chrV_42052_43245
SOM1,chrV_42052_43245
PCM1,chrV_42052_43245
SDD1,chrV_46015_46227
HAT2,chrV_46015_46227
SDD1,chrV_46475_46748
HAT2,chrV_46475_46748
SDD1,chrV_46779_47070
HAT2,chrV_46779_47070
POL5,chrV_51702_51943
snR80,chrV_51702_51943
POL5,chrV_53176_54103
snR80,chrV_53176_54103
RPL12A,chrV_53176_54103
MAK10,chrV_56273_56457
AFG1,chrV_56273_56457
VMA8,chrV_56273_56457
VMA8,chrV_58211_58447
RML2,chrV_60293_60457
snR67,chrV_60293_60457
snR53,chrV_60293_60457
RML2,chrV_60838_61261
snR67,chrV_60838_61261
snR53,chrV_60838_61261
RML2,chrV_61693_62168
snR67,chrV_61693_62168
snR53,chrV_61693_62168
PAU2,chrV_61693_62168
FRD1,chrV_66901_67123
TCA17,chrV_66901_67123
FRD1,chrV_68494_70464
GLY1,chrV_68494_70464
IES6,chrV_68494_70464
YEL043W,chrV_68494_70464
UTR2,chrV_77328_78132
UTR4,chrV_80177_80544
CYC7,chrV_80177_80544
ANP1,chrV_84818_87046
UTR5,chrV_84818_87046
HYP2,chrV_84818_87046
MTC7,chrV_84818_87046
MCM3,chrV_84818_87046
SPF1,chrV_90092_90342
ECM10,chrV_93852_94037
ECM10,chrV_94051_94241
VMA3,chrV_99532_101004
SNU13,chrV_99532_101004
BUD16,chrV_99532_101004
YEL028W,chrV_99532_101004
VMA3,chrV_101561_101722
SNU13,chrV_101561_101722
YEL025C,chrV_106203_106607
RIP1,chrV_106203_106607
YEL025C,chrV_106866_107257
RIP1,chrV_106866_107257
YEL023C,chrV_110669_110860
GEA2,chrV_110669_110860
YEL023C,chrV_111151_111397
GEA2,chrV_111151_111397
TIM9,chrV_115913_118307
RPR1,chrV_115913_118307
URA3,chrV_115913_118307
MMS21,chrV_123029_124048
PMP2,chrV_123029_124048
GTT3,chrV_123029_124048
PMP2,chrV_124446_124610
GTT3,chrV_124446_124610
PMP2,chrV_124622_124858
GTT3,chrV_124622_124858
EDC3,chrV_124622_124858
YEL014C,chrV_128432_128688
VAC8,chrV_128432_128688
GLC3,chrV_131027_131809
UBC8,chrV_131027_131809
GLC3,chrV_132571_133191
UBC8,chrV_132571_133191
YEL009C-A,chrV_138698_138911
GCN4,chrV_138698_138911
YEL008W,chrV_138698_138911
GCN4,chrV_140434_141800
YEL008W,chrV_140434_141800
MIT1,chrV_140434_141800
WBP1,chrV_150185_150361
IRC22,chrV_150185_150361
WBP1,chrV_151123_151293
IRC22,chrV_151123_151293
IRC22,chrV_152254_153594
MNN1,chrV_152254_153594
PMI40,chrV_159196_159830
FMP52,chrV_159196_159830
YND1,chrV_159196_159830
PMI40,chrV_159890_160532
FMP52,chrV_159890_160532
YND1,chrV_159890_160532
NUG1,chrV_162361_162771
PAC2,chrV_162361_162771
TMA20,chrV_166458_166640
snR14,chrV_166458_166640
TMA20,chrV_166976_167434
snR14,chrV_166976_167434
TMA20,chrV_167516_168094
snR14,chrV_167516_168094
SEC3,chrV_171791_172141
NTF2,chrV_171791_172141
YER010C,chrV_174617_175122
TIR1,chrV_174617_175122
PRE1,chrV_177072_177879
PRP22,chrV_177072_177879
PRE1,chrV_178199_178884
PRP22,chrV_178199_178884
BUD25,chrV_184210_184576
FAA2,chrV_184210_184576
AFG3,chrV_191949_192699
SPC25,chrV_191949_192699
ISC1,chrV_191949_192699
AFG3,chrV_193300_193560
SPC25,chrV_193300_193560
ISC1,chrV_193300_193560
SBH2,chrV_193300_193560
GPA2,chrV_193300_193560
SPC25,chrV_194026_194307
SBH2,chrV_194026_194307
GPA2,chrV_194026_194307
SBH2,chrV_194787_195344
GPA2,chrV_194787_195344
RPN3,chrV_194787_195344
SRB4,chrV_196826_197018
RPN3,chrV_196826_197018
PRO3,chrV_201908_202163
YAT2,chrV_201908_202163
GCD11,chrV_204882_205273
CHO1,chrV_207455_207716
CHO1,chrV_208553_208993
GAL83,chrV_211556_212586
MIG3,chrV_211556_212586
SMB1,chrV_211556_212586
CHZ1,chrV_211556_212586
YPT31,chrV_214764_215251
FIR1,chrV_214764_215251
SMB1,chrV_214764_215251
ZRG8,chrV_221363_223664
YER034W,chrV_221363_223664
EDC2,chrV_221363_223664
ARB1,chrV_225387_225907
PHM8,chrV_225387_225907
KRE29,chrV_228533_228833
FMP49,chrV_228533_228833
HVG1,chrV_228533_228833
YER039C-A,chrV_228533_228833
GLN3,chrV_228533_228833
KRE29,chrV_229551_230019
HVG1,chrV_229551_230019
YER039C-A,chrV_229551_230019
GLN3,chrV_229551_230019
MXR1,chrV_234564_235127
SAH1,chrV_237248_237689
ERG28,chrV_237248_237689
SAH1,chrV_238206_238641
ERG28,chrV_238206_238641
ACA1,chrV_241779_243377
SPO73,chrV_241779_243377
SAP1,chrV_246752_246915
CAJ1,chrV_248156_248694
SAP1,chrV_248156_248694
ISD11,chrV_250277_250789
TPA1,chrV_250277_250789
ISD11,chrV_251472_251777
TPA1,chrV_251472_251777
RSM18,chrV_254494_254671
JHD1,chrV_254494_254671
HOM3,chrV_258124_258595
HOM3,chrV_259881_260458
PIC2,chrV_259881_260458
YER053C-A,chrV_259881_260458
PIC2,chrV_261450_262019
YER053C-A,chrV_261450_262019
GIP2,chrV_264269_264659
HIS1,chrV_265975_266348
FCY2,chrV_268424_269238
RPL34A,chrV_268424_269238
RPL34A,chrV_270281_270707
HMF1,chrV_270281_270707
PET117,chrV_270281_270707
PCL6,chrV_270281_270707
RPL34A,chrV_271272_271428
HMF1,chrV_271272_271428
PET117,chrV_271272_271428
PCL6,chrV_271272_271428
RPL34A,chrV_271640_271885
HMF1,chrV_271640_271885
PET117,chrV_271640_271885
PCL6,chrV_271640_271885
HMF1,chrV_272313_272505
PET117,chrV_272313_272505
PCL6,chrV_272313_272505
CEM1,chrV_280948_281762
GPP2,chrV_280948_281762
THO1,chrV_280948_281762
VHR2,chrV_284499_285457
ICL1,chrV_287161_287530
RGI1,chrV_291417_292052
MOT2,chrV_291417_292052
RGI1,chrV_292553_292967
MOT2,chrV_292553_292967
"ARG5,6",chrV_294999_295477
RNR1,chrV_298312_298623
TDA2,chrV_302478_302821
VTC1,chrV_302478_302821
ALD5,chrV_302478_302821
TDA2,chrV_303233_303975
VTC1,chrV_303233_303975
ALD5,chrV_303233_303975
RPS24A,chrV_305612_306377
YOS1,chrV_305612_306377
PTP3,chrV_311326_312339
MRX1,chrV_318048_318272
ICP55,chrV_318048_318272
YER078W-A,chrV_318048_318272
YER079W,chrV_318048_318272
AIM9,chrV_318048_318272
MRX1,chrV_318525_318890
ICP55,chrV_318525_318890
YER078W-A,chrV_318525_318890
YER079W,chrV_318525_318890
AIM9,chrV_318525_318890
SRG1,chrV_322048_322734
SER3,chrV_322048_322734
UTP7,chrV_327141_327322
GET2,chrV_327141_327322
YER084W,chrV_327141_327322
YER085C,chrV_327141_327322
ILV1,chrV_327141_327322
DOT6,chrV_335113_336214
TRP2,chrV_335113_336214
IES5,chrV_342263_343017
MET6,chrV_342263_343017
IES5,chrV_343046_343568
MET6,chrV_343046_343568
TSC11,chrV_347694_347868
AIM11,chrV_347694_347868
TSC11,chrV_349343_350211
AIM11,chrV_349343_350211
PUP3,chrV_349343_350211
RAD51,chrV_349343_350211
SHC1,chrV_349343_350211
UBP9,chrV_354866_355876
PRS2,chrV_359187_359515
UBC6,chrV_359187_359515
AST2,chrV_362131_362743
RPS8B,chrV_362131_362743
SSA4,chrV_362131_362743
SSA4,chrV_364169_364531
RTT105,chrV_366431_366878
RTT105,chrV_367100_367300
NUP157,chrV_372084_372266
MAM1,chrV_372084_372266
GLE2,chrV_374807_374998
KAP123,chrV_382377_382552
SWI4,chrV_386133_386698
LSM4,chrV_386133_386698
SWI4,chrV_386704_387270
LSM4,chrV_386704_387270
TMN3,chrV_390085_390266
SPR6,chrV_394067_394497
BOI2,chrV_394067_394497
SPR6,chrV_396296_396826
SLX8,chrV_396296_396826
RPL23B,chrV_396296_396826
SHO1,chrV_400589_401361
AVT6,chrV_400589_401361
SCS2,chrV_400589_401361
YER121W,chrV_400589_401361
AVT6,chrV_402191_402524
YER121W,chrV_402191_402524
DSE1,chrV_409294_409831
RSP5,chrV_409294_409831
NSA2,chrV_414301_414523
LCP5,chrV_414301_414523
VFA1,chrV_414301_414523
VFA1,chrV_416523_416895
SAK1,chrV_416523_416895
COM2,chrV_422058_423620
RPS26B,chrV_422058_423620
snR4,chrV_422058_423620
RPS26B,chrV_424514_424893
snR4,chrV_424514_424893
PMD1,chrV_430885_431533
snR52,chrV_430885_431533
GLC7,chrV_430885_431533
PMD1,chrV_432186_432544
snR52,chrV_432186_432544
GLC7,chrV_432186_432544
snR52,chrV_432806_433220
GLC7,chrV_432806_433220
YER134C,chrV_438814_439684
YER135C,chrV_438814_439684
GDI1,chrV_438814_439684
YER137C,chrV_441395_441695
SCR1,chrV_441395_441695
YER137C,chrV_441732_443583
SCR1,chrV_441732_443583
YER138C,chrV_449261_449479
YER137C-A,chrV_449261_449479
YER138W-A,chrV_449261_449479
YER138C,chrV_449632_450005
YER137C-A,chrV_449632_450005
YER138W-A,chrV_449632_450005
EMP65,chrV_449632_450005
RTR1,chrV_451415_451718
EMP65,chrV_451415_451718
COX15,chrV_451415_451718
RTR1,chrV_453074_453554
COX15,chrV_453074_453554
UBP5,chrV_460307_460475
UBP5,chrV_461399_463006
FTR1,chrV_461399_463006
YER145C-A,chrV_461399_463006
LSM5,chrV_461399_463006
FTR1,chrV_463017_463754
YER145C-A,chrV_463017_463754
LSM5,chrV_463017_463754
SPT15,chrV_463017_463754
PEA2,chrV_467625_468378
SPI1,chrV_467625_468378
UBP3,chrV_473229_473403
YER152C,chrV_473229_473403
OXA1,chrV_473229_473403
UBP3,chrV_473683_475828
YER152C,chrV_473683_475828
PET122,chrV_473683_475828
OXA1,chrV_473683_475828
BEM2,chrV_482738_483809
YER156C,chrV_482738_483809
COG3,chrV_482738_483809
BEM2,chrV_484430_484858
YER156C,chrV_484430_484858
COG3,chrV_484430_484858
YER158C,chrV_489925_490308
YER158C,chrV_490677_492696
BUR6,chrV_490677_492696
YER160C,chrV_498530_499287
YER159C-A,chrV_498530_499287
SPT2,chrV_500429_500678
RAD4,chrV_502709_503562
GCG1,chrV_502709_503562
CHD1,chrV_502709_503562
RAD4,chrV_503594_504283
GCG1,chrV_503594_504283
CHD1,chrV_503594_504283
RAD4,chrV_504855_505145
GCG1,chrV_504855_505145
CHD1,chrV_504855_505145
PAB1,chrV_509735_510433
DNF1,chrV_512330_512557
BCK2,chrV_516772_517045
BCK2,chrV_517241_517904
CCA1,chrV_522749_523330
RPH1,chrV_522749_523330
RAD3,chrV_525646_526529
ADK2,chrV_525646_526529
RAD3,chrV_526833_527009
ADK2,chrV_526833_527009
BRR2,chrV_536128_536515
RAD24,chrV_536128_536515
GRX4,chrV_539236_539754
TMT1,chrV_539236_539754
YER175W-A,chrV_539236_539754
ECM32,chrV_539236_539754
TMT1,chrV_541529_541678
YER175W-A,chrV_541529_541678
ECM32,chrV_541529_541678
BMH1,chrV_544390_545615
PDA1,chrV_544390_545615
BMH1,chrV_546550_547046
PDA1,chrV_546550_547046
DMC1,chrV_546550_547046
ISC10,chrV_551178_551518
SLO1,chrV_551178_551518
YER181C,chrV_551178_551518
FMP10,chrV_551178_551518
YER181C,chrV_553369_553607
FMP10,chrV_553369_553607
FAU1,chrV_553369_553607
TOG1,chrV_558884_559455
PUG1,chrV_558884_559455
TOG1,chrV_560493_560741
YER186C,chrV_562680_562970
YER188W,chrV_567637_568136
YER188C-A,chrV_569232_570676
YER189W,chrV_569232_570676
YRF1-2,chrV_569232_570676
YFL068W,chrVI_918_1112
YFL067W,chrVI_918_1112
YFL066C,chrVI_4094_5713
YFL065C,chrVI_4094_5713
YFL064C,chrVI_4094_5713
COS4,chrVI_4094_5713
COS4,chrVI_6067_6282
COS4,chrVI_6288_6469
AGP3,chrVI_16508_17101
AQY3,chrVI_22145_22415
DAK2,chrVI_22145_22415
AQY3,chrVI_22943_23130
DAK2,chrVI_22943_23130
ZNF1,chrVI_27508_28426
YFL051C,chrVI_30947_31644
YFL051C,chrVI_32096_32468
ALR2,chrVI_36601_36856
SWP82,chrVI_36601_36856
EMP47,chrVI_40231_40555
RGD2,chrVI_40231_40555
SEC53,chrVI_45214_45574
OTU1,chrVI_45214_45574
SEC53,chrVI_45585_45794
OTU1,chrVI_45585_45794
LAM5,chrVI_47786_47968
YFL041W-A,chrVI_47786_47968
FET5,chrVI_47786_47968
LAM5,chrVI_48051_48253
YFL041W-A,chrVI_48051_48253
FET5,chrVI_48051_48253
ACT1,chrVI_54271_55910
YPT1,chrVI_54271_55910
TUB2,chrVI_54271_55910
ACT1,chrVI_56083_56411
YPT1,chrVI_56083_56411
TUB2,chrVI_56083_56411
RUF21,chrVI_58353_58525
RPO41,chrVI_58353_58525
